06:37:13,31,30
06:47:13,15,18
06:57:13,66,29
07:07:13,70,16
07:17:13,26,25
07:27:13,82,19
07:37:13,86,16
07:47:13,35,27
07:57:13,23,28
08:07:13,85,22
08:17:13,27,10
08:27:13,57,21
08:37:13,71,10
08:47:13,53,12
08:57:13,37,10
09:07:13,12,20
09:17:13,16,15
09:27:13,47,23
09:37:13,6,15
09:47:13,20,20
09:57:13,3,26
10:07:13,56,29
10:17:13,2,10
10:27:13,95,30
10:37:13,53,20
10:47:13,15,23
10:57:13,8,19
11:07:13,13,18
11:17:13,52,23
11:27:13,17,28
11:37:13,12,25
11:47:13,79,24
11:57:13,46,17
12:07:13,26,30
12:17:13,65,17
12:27:13,43,23
12:37:13,12,22
12:47:13,81,22
12:57:13,58,25
13:07:13,2,10
13:17:13,73,28
13:27:13,100,23
13:37:13,32,22
13:47:13,90,20
13:57:13,43,29
14:07:13,34,17
14:17:13,60,19
14:27:13,80,21
14:37:13,52,28
14:47:13,0,16
14:57:13,18,27
15:07:13,14,22
15:17:13,9,12
15:27:13,85,13
15:37:13,8,25
15:47:13,60,22
15:57:13,15,13
16:07:13,57,22
16:17:13,98,17
16:27:13,85,30
16:37:13,72,10
16:47:13,57,15
16:57:13,69,26
17:07:13,60,22
17:17:13,67,14
17:27:13,67,27
17:37:13,62,24
17:47:13,43,13
17:57:13,56,25
18:07:13,31,23
18:17:13,48,26
18:27:13,92,17
18:37:13,29,17
18:47:13,41,17
18:57:13,99,14
19:07:13,60,16
19:17:13,3,18
19:27:13,76,10
19:37:13,95,18
19:47:13,34,21
19:57:13,41,19
20:07:13,76,16
20:17:13,81,26
20:27:13,43,16
20:37:13,3,28
20:47:13,69,16
20:57:13,55,23
21:07:13,86,16
21:17:13,47,19
21:27:13,16,27
21:37:13,97,23
21:47:13,29,27
21:57:13,21,28
22:07:13,82,26
22:17:13,13,17
22:27:13,70,26
22:37:13,65,22
22:47:13,2,29
22:57:13,24,21
23:07:13,7,28
